epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,41.277,1.12347,1.18455,1.21727,0.96121,0.87153,0.9404,0.57102,1.39016,1.68232,1.45556,0.00151847,0.00151847,0.00151847
20,43.9256,1.18771,1.16994,1.22275,0.94666,0.925,0.94904,0.63823,1.25348,1.48945,1.3764,0.00151022,0.00151022,0.00151022
21,45.98,1.12871,1.11832,1.2227,0.934,0.77531,0.92774,0.59897,1.32007,1.49116,1.46195,0.00150197,0.00150197,0.00150197
22,47.8878,1.12559,1.14577,1.17386,0.90988,0.88069,0.92536,0.58173,1.3963,1.49763,1.41216,0.00149372,0.00149372,0.00149372
23,49.862,1.07427,1.11364,1.15903,0.95344,0.90845,0.9225,0.58162,1.39879,1.54444,1.37101,0.00148546,0.00148546,0.00148546
24,52.9474,1.11846,1.08844,1.15719,0.94783,0.88333,0.9293,0.64669,1.13926,1.40261,1.25298,0.00147721,0.00147721,0.00147721
25,55.432,1.08625,1.08024,1.16042,0.99187,0.90661,0.98313,0.67656,1.10828,1.15801,1.26609,0.00146896,0.00146896,0.00146896
26,58.8921,1.1366,1.14344,1.19012,0.94828,0.925,0.98068,0.64241,1.22339,1.11419,1.32267,0.00146071,0.00146071,0.00146071
27,62.5367,1.13012,1.06345,1.19141,0.9596,0.93793,0.987,0.69169,1.10678,1.08677,1.25093,0.00145246,0.00145246,0.00145246
28,65.9951,1.04413,0.9655,1.1151,0.96022,0.97154,0.99192,0.7075,1.09899,1.14531,1.21544,0.00144421,0.00144421,0.00144421
29,69.0987,1.14944,1.06653,1.17239,0.952,0.94866,0.98929,0.72907,1.05669,1.05738,1.16876,0.00143595,0.00143595,0.00143595
30,71.7521,1.02267,0.96912,1.15844,0.96292,0.9524,0.987,0.71006,1.01342,0.949,1.14107,0.0014277,0.0014277,0.0014277
31,73.4642,1.01796,0.96118,1.1445,0.99599,0.92892,0.987,0.68777,1.09476,0.98951,1.1769,0.00141945,0.00141945,0.00141945
32,75.1757,1.07837,0.95214,1.13609,0.98999,0.92901,0.99192,0.69434,1.13947,1.01702,1.18382,0.0014112,0.0014112,0.0014112
33,77.0527,1.00703,0.87763,1.09775,0.99005,0.925,0.95347,0.65279,1.19224,1.03315,1.23032,0.00140295,0.00140295,0.00140295
34,78.9271,1.05295,0.90245,1.15059,0.969,0.92736,0.9552,0.66721,1.18642,1.04345,1.24328,0.0013947,0.0013947,0.0013947
35,80.7836,1.01362,0.88254,1.10134,0.9274,0.95379,0.9552,0.66335,1.13734,1.03981,1.20564,0.00138644,0.00138644,0.00138644
36,82.7129,0.94758,0.86119,1.1013,0.9258,0.94467,0.9552,0.67358,1.08053,1.02425,1.1593,0.00137819,0.00137819,0.00137819
37,84.435,0.99012,0.82871,1.07538,0.96976,0.92667,0.95518,0.70402,1.05524,0.96628,1.16241,0.00136994,0.00136994,0.00136994
38,86.1296,1.02016,0.81379,1.09307,0.97996,0.92669,0.955,0.69611,1.0406,0.89947,1.18035,0.00136169,0.00136169,0.00136169
39,87.885,1.06205,0.85579,1.11437,0.94922,0.93156,0.97254,0.69541,1.04233,0.86185,1.19156,0.00135344,0.00135344,0.00135344
40,89.4911,1.03444,0.83675,1.15965,0.95257,0.93431,0.96944,0.72038,0.98581,0.85669,1.15406,0.00134519,0.00134519,0.00134519
41,91.1453,1.01784,0.85863,1.11978,1,0.939,0.955,0.69828,1.00571,0.84246,1.16648,0.00133693,0.00133693,0.00133693
42,92.8878,0.95279,0.80055,1.10362,0.99015,0.91557,0.955,0.70359,0.96881,0.80745,1.16369,0.00132868,0.00132868,0.00132868
43,94.508,0.93063,0.78776,1.07689,0.92946,0.95833,0.95167,0.69645,0.97598,0.80263,1.14333,0.00132043,0.00132043,0.00132043
44,96.1952,0.99519,0.79941,1.11479,0.99645,0.95353,0.9648,0.71798,0.96859,0.81165,1.11678,0.00131218,0.00131218,0.00131218
45,97.8581,0.96319,0.77008,1.08466,0.98388,0.95501,0.96357,0.70615,1.00344,0.83501,1.10549,0.00130393,0.00130393,0.00130393
46,99.7502,0.97361,0.75883,1.07257,0.98657,0.95485,0.95517,0.71473,0.96403,0.8236,1.1015,0.00129568,0.00129568,0.00129568
47,101.471,0.98623,0.79358,1.08216,0.99424,0.95439,0.955,0.71588,0.95432,0.78335,1.12777,0.00128742,0.00128742,0.00128742
48,103.186,0.96369,0.78301,1.11876,0.99726,0.95509,0.955,0.70835,0.96256,0.77828,1.12739,0.00127917,0.00127917,0.00127917
49,104.8,0.97423,0.76935,1.08842,1,0.95356,0.955,0.70442,1.01745,0.87923,1.13802,0.00127092,0.00127092,0.00127092
50,106.45,0.97443,0.76739,1.11005,0.99456,0.9455,0.95516,0.71356,1.00961,0.86071,1.13508,0.00126267,0.00126267,0.00126267
51,108.661,0.98351,0.74909,1.07789,0.98395,0.95318,0.95525,0.70725,1.00455,0.79452,1.14883,0.00125442,0.00125442,0.00125442
52,110.526,0.98096,0.73095,1.10679,0.99017,0.95558,0.97346,0.71486,1.01733,0.77081,1.1631,0.00124617,0.00124617,0.00124617
53,112.725,0.98768,0.76142,1.09253,0.9963,0.95483,0.98167,0.72872,0.97246,0.79295,1.07882,0.00123791,0.00123791,0.00123791
54,114.466,0.93685,0.72635,1.08338,0.98307,0.92211,0.96643,0.71399,1.00535,0.79188,1.10023,0.00122966,0.00122966,0.00122966
55,116.157,1.01624,0.75822,1.07678,0.9979,0.9381,0.96833,0.72125,0.96658,0.80564,1.09982,0.00122141,0.00122141,0.00122141
56,118.127,0.94845,0.73181,1.08292,1,0.93678,0.96671,0.73218,0.9264,0.82178,1.08615,0.00121316,0.00121316,0.00121316
57,119.893,0.93658,0.69056,1.07726,0.98145,0.92246,0.96429,0.74311,0.91347,0.74792,1.06518,0.00120491,0.00120491,0.00120491
58,121.638,0.95285,0.73303,1.0982,0.98145,0.92273,0.95495,0.72609,0.96749,0.73733,1.07992,0.00119666,0.00119666,0.00119666
59,123.477,0.98596,0.70332,1.08072,0.98375,0.92303,0.95671,0.70173,1.013,0.74155,1.10611,0.0011884,0.0011884,0.0011884
60,125.24,0.9044,0.69943,1.05815,0.9872,0.92398,0.95753,0.69974,0.96368,0.74353,1.09177,0.00118015,0.00118015,0.00118015
61,126.941,0.9192,0.65588,1.05615,0.98082,0.92279,0.95127,0.72146,0.89391,0.72794,1.05861,0.0011719,0.0011719,0.0011719
62,128.825,0.88975,0.64682,1.04364,0.97489,0.92189,0.93651,0.72627,0.91939,0.78722,1.05764,0.00116365,0.00116365,0.00116365
63,130.587,0.90802,0.65645,1.0701,0.9739,0.92155,0.94065,0.72058,0.9804,0.83686,1.08406,0.0011554,0.0011554,0.0011554
64,132.271,0.91293,0.64415,1.02622,0.9961,0.95092,0.961,0.72236,1.00767,0.82662,1.10203,0.00114715,0.00114715,0.00114715
65,134.097,0.89224,0.68044,1.04134,0.9961,0.94196,0.96871,0.7469,0.92631,0.72695,1.07222,0.00113889,0.00113889,0.00113889
66,135.844,0.88625,0.63156,1.04434,0.99642,0.93757,0.96591,0.73638,0.92963,0.75419,1.09242,0.00113064,0.00113064,0.00113064
67,137.55,0.87889,0.63546,1.05037,0.98561,0.949,0.965,0.72182,0.92069,0.74603,1.08225,0.00112239,0.00112239,0.00112239
68,139.692,0.85645,0.63575,1.03551,0.99594,0.95461,0.96357,0.72702,0.96975,0.80865,1.09722,0.00111414,0.00111414,0.00111414
69,141.432,0.93077,0.63954,1.03535,0.99867,0.93851,0.97,0.72889,0.96557,0.78332,1.08998,0.00110589,0.00110589,0.00110589
70,143.134,0.85666,0.63513,1.05656,1,0.93674,0.955,0.71372,0.952,0.74282,1.0799,0.00109764,0.00109764,0.00109764
71,144.915,0.88719,0.63514,1.02473,0.99645,0.95492,0.95557,0.72926,0.91004,0.69625,1.06317,0.00108938,0.00108938,0.00108938
72,146.597,0.8983,0.61905,1.0615,0.98331,0.95301,0.955,0.71534,0.94666,0.68296,1.07086,0.00108113,0.00108113,0.00108113
73,148.278,0.88863,0.58952,1.00586,0.97646,0.94565,0.96616,0.72172,0.95813,0.65702,1.09266,0.00107288,0.00107288,0.00107288
74,150.497,0.92539,0.63682,1.05725,0.9959,0.93053,0.96912,0.73612,0.96764,0.64346,1.09509,0.00106463,0.00106463,0.00106463
75,152.241,0.80722,0.57562,1.01986,0.99616,0.9344,0.9742,0.71515,1.00344,0.65154,1.10728,0.00105638,0.00105638,0.00105638
76,153.946,0.89838,0.59544,1.03877,0.98482,0.925,0.97713,0.72249,1.00025,0.64965,1.10284,0.00104813,0.00104813,0.00104813
77,155.854,0.87985,0.59438,1.01632,0.98784,0.92111,0.98513,0.76375,0.90777,0.61189,1.07972,0.00103987,0.00103987,0.00103987
78,157.613,0.86222,0.61841,1.05862,0.99139,0.925,0.98313,0.757,0.91612,0.61489,1.0782,0.00103162,0.00103162,0.00103162
79,159.311,0.80463,0.5876,1.03227,0.9915,0.925,0.98741,0.72819,0.94873,0.62155,1.07735,0.00102337,0.00102337,0.00102337
80,161.146,0.86172,0.59346,1.03638,0.99334,0.94558,0.985,0.728,0.97263,0.61388,1.07893,0.00101512,0.00101512,0.00101512
81,162.883,0.84707,0.60536,1.01893,0.99302,0.95025,0.985,0.74792,0.94511,0.62555,1.07651,0.00100687,0.00100687,0.00100687
82,164.624,0.83108,0.58711,1.03736,0.99672,0.93719,0.985,0.74974,0.93165,0.63569,1.07452,0.000998616,0.000998616,0.000998616
83,166.423,0.7699,0.53155,0.97437,0.98956,0.94923,0.987,0.74762,0.92892,0.61233,1.07504,0.000990365,0.000990365,0.000990365
84,168.151,0.89293,0.58682,1.01867,0.99512,0.9545,0.987,0.73419,0.9402,0.59656,1.08175,0.000982113,0.000982113,0.000982113
85,169.882,0.81804,0.55087,1.03156,0.99148,0.95373,0.98167,0.72376,0.9308,0.58334,1.07662,0.000973861,0.000973861,0.000973861
86,171.714,0.83151,0.57364,1.0247,0.98752,0.95377,0.985,0.72186,0.91799,0.58962,1.08577,0.00096561,0.00096561,0.00096561
87,173.4,0.84645,0.5458,0.99897,0.98495,0.95468,0.985,0.73208,0.8945,0.57535,1.0758,0.000957358,0.000957358,0.000957358
88,175.091,0.84073,0.55965,1.01124,0.98387,0.95574,0.985,0.73731,0.91837,0.57148,1.08332,0.000949106,0.000949106,0.000949106
89,176.911,0.82802,0.58653,1.00857,0.982,0.95629,0.98929,0.73855,0.93306,0.56735,1.09107,0.000940855,0.000940855,0.000940855
90,178.59,0.79811,0.53726,1.00996,0.98206,0.95703,0.99192,0.7492,0.9305,0.54894,1.08359,0.000932603,0.000932603,0.000932603
91,180.256,0.87405,0.55798,1.01461,0.98583,0.95833,0.987,0.74973,0.94193,0.53543,1.08558,0.000924352,0.000924352,0.000924352
92,182.032,0.83316,0.53886,0.99031,0.98459,0.95833,0.987,0.75757,0.94177,0.53669,1.08362,0.0009161,0.0009161,0.0009161
93,183.753,0.84391,0.54309,1.03897,0.9834,0.95755,0.987,0.73248,0.95296,0.56973,1.08277,0.000907848,0.000907848,0.000907848
94,185.452,0.82871,0.5518,1.03005,0.98444,0.95623,0.97155,0.74075,0.9477,0.59144,1.07358,0.000899597,0.000899597,0.000899597
95,187.206,0.86774,0.55866,1.05108,0.98841,0.95542,0.97346,0.74551,0.91362,0.58862,1.06894,0.000891345,0.000891345,0.000891345
96,188.899,0.79018,0.52343,0.98139,0.99677,0.95821,0.98167,0.74763,0.89573,0.60122,1.06936,0.000883093,0.000883093,0.000883093
97,190.631,0.77305,0.50407,1.00642,0.99609,0.95767,0.979,0.73537,0.90538,0.59577,1.089,0.000874842,0.000874842,0.000874842
98,192.445,0.77815,0.54891,1.01839,0.98753,0.95718,0.97278,0.72585,0.94141,0.60802,1.11274,0.00086659,0.00086659,0.00086659
99,194.009,0.73458,0.48,0.95436,0.98185,0.9561,0.955,0.70439,0.97629,0.61747,1.11765,0.000858338,0.000858338,0.000858338
100,195.567,0.79019,0.528,0.99838,0.97497,0.95538,0.955,0.71682,0.96442,0.60432,1.11251,0.000850087,0.000850087,0.000850087
101,197.23,0.84579,0.55621,1.00934,0.97397,0.95507,0.96871,0.7162,0.93758,0.58965,1.11462,0.000841835,0.000841835,0.000841835
102,198.819,0.82261,0.52692,1.00145,0.97922,0.95495,0.955,0.72215,0.91684,0.58196,1.11184,0.000833583,0.000833583,0.000833583
103,200.368,0.82888,0.53906,0.99465,0.98467,0.95535,0.96763,0.73119,0.92598,0.58786,1.09906,0.000825332,0.000825332,0.000825332
104,202.189,0.78568,0.5284,0.97811,0.98686,0.95612,0.97,0.73605,0.93251,0.60308,1.09026,0.00081708,0.00081708,0.00081708
105,203.915,0.75842,0.50015,0.95305,0.98909,0.95833,0.96616,0.74985,0.91806,0.56231,1.07547,0.000808828,0.000808828,0.000808828
106,205.651,0.82956,0.52457,1.02951,0.99028,0.95833,0.97682,0.76459,0.9187,0.57298,1.07738,0.000800577,0.000800577,0.000800577
107,207.591,0.76691,0.51426,0.95703,0.99074,0.95833,0.97587,0.77704,0.90803,0.55819,1.07111,0.000792325,0.000792325,0.000792325
108,209.626,0.77454,0.52002,0.99993,0.99172,0.95833,0.975,0.75537,0.93839,0.57266,1.08951,0.000784073,0.000784073,0.000784073
109,211.35,0.76934,0.52422,0.977,0.98735,0.95833,0.96731,0.72629,0.97849,0.57705,1.11489,0.000775822,0.000775822,0.000775822
110,213.149,0.77031,0.49049,0.98567,0.9906,0.95833,0.955,0.72616,0.95749,0.57704,1.09793,0.00076757,0.00076757,0.00076757
111,214.858,0.75917,0.49441,0.96119,0.98755,0.95763,0.955,0.73229,0.94404,0.55789,1.08063,0.000759318,0.000759318,0.000759318
112,216.58,0.81775,0.54554,1.00961,0.98352,0.95597,0.955,0.72969,0.94028,0.55821,1.06676,0.000751067,0.000751067,0.000751067
113,218.41,0.75473,0.48402,0.97651,0.98202,0.95536,0.96314,0.7398,0.89598,0.58029,1.04249,0.000742815,0.000742815,0.000742815
114,220.363,0.7671,0.4944,0.97512,0.97998,0.95522,0.96643,0.74134,0.89514,0.59482,1.04089,0.000734564,0.000734564,0.000734564
115,222.124,0.77396,0.49662,1.01186,0.97655,0.95533,0.96763,0.74647,0.9071,0.59344,1.04619,0.000726312,0.000726312,0.000726312
116,223.953,0.73586,0.49082,0.96171,0.97579,0.95538,0.97,0.73298,0.92318,0.57295,1.05652,0.00071806,0.00071806,0.00071806
117,225.677,0.7412,0.48109,0.96682,0.98026,0.95548,0.975,0.7482,0.88059,0.54335,1.04451,0.000709809,0.000709809,0.000709809
118,227.363,0.72001,0.4687,0.96973,0.98466,0.95572,0.97682,0.75342,0.87637,0.53836,1.04277,0.000701557,0.000701557,0.000701557
119,229.406,0.74625,0.50269,0.97264,0.98867,0.95628,0.97682,0.76366,0.89232,0.53837,1.0469,0.000693305,0.000693305,0.000693305
120,231.12,0.76367,0.50781,0.97979,0.99193,0.95815,0.975,0.73835,0.9259,0.54644,1.05919,0.000685054,0.000685054,0.000685054
121,232.864,0.71618,0.50092,0.96903,0.9918,0.95833,0.98026,0.73269,0.94521,0.55242,1.08826,0.000676802,0.000676802,0.000676802
122,234.596,0.82109,0.51629,1.01225,0.99191,0.95833,0.987,0.73956,0.91305,0.5155,1.08312,0.00066855,0.00066855,0.00066855
123,236.306,0.77252,0.49992,0.99186,0.99253,0.95833,0.99192,0.74296,0.89987,0.48787,1.07453,0.000660299,0.000660299,0.000660299
124,237.977,0.74911,0.47025,0.99953,0.99336,0.95833,0.99192,0.73889,0.90881,0.48498,1.07644,0.000652047,0.000652047,0.000652047
125,239.838,0.75143,0.49304,0.95381,0.99343,0.95833,0.98026,0.71549,0.99454,0.5295,1.11555,0.000643795,0.000643795,0.000643795
126,241.54,0.75732,0.48066,0.99802,0.99254,0.95833,0.955,0.72048,0.99045,0.52281,1.11792,0.000635544,0.000635544,0.000635544
127,243.234,0.81486,0.48351,0.97874,0.98983,0.95833,0.955,0.72494,0.95706,0.49752,1.10154,0.000627292,0.000627292,0.000627292
128,245.04,0.70709,0.45168,0.9655,0.98137,0.95615,0.955,0.73733,0.9181,0.48517,1.07909,0.00061904,0.00061904,0.00061904
129,246.758,0.73983,0.46119,0.96121,0.98521,0.93799,0.97278,0.74897,0.84566,0.49581,1.0452,0.000610789,0.000610789,0.000610789
130,248.476,0.74387,0.45708,0.98936,0.97353,0.94859,0.955,0.75411,0.86416,0.51543,1.04626,0.000602537,0.000602537,0.000602537
131,250.218,0.77205,0.46767,0.95654,0.96914,0.95587,0.955,0.74188,0.89353,0.51117,1.04704,0.000594286,0.000594286,0.000594286
132,251.877,0.7166,0.4633,0.9716,0.97479,0.95578,0.955,0.73543,0.90979,0.51187,1.04703,0.000586034,0.000586034,0.000586034
133,253.587,0.75952,0.46732,0.9736,0.98293,0.95624,0.955,0.75141,0.91479,0.54883,1.05869,0.000577782,0.000577782,0.000577782
134,255.337,0.7432,0.46732,0.95319,0.98562,0.95663,0.97346,0.76405,0.89275,0.54962,1.05565,0.000569531,0.000569531,0.000569531
135,257.026,0.65707,0.4325,0.94829,0.98726,0.95706,0.97214,0.76657,0.87146,0.52621,1.049,0.000561279,0.000561279,0.000561279
136,258.734,0.74586,0.45958,0.97737,0.98858,0.95791,0.97,0.76136,0.87361,0.52013,1.0509,0.000553027,0.000553027,0.000553027
137,260.622,0.69933,0.43452,0.94947,0.98555,0.95713,0.97682,0.73978,0.93667,0.51991,1.07638,0.000544776,0.000544776,0.000544776
