epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.281718,1.12305,0.66667,1,1.02572,0,0,0.1
2,0.581294,0.93408,0.66667,1,1.02572,0.000433455,0.000433455,0.0504335
3,0.900112,0.98096,0.66667,1,0.96045,0.000439924,0.000439924,0.000439924
