epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,538.156,1.384,1.13001,1.84366,0.84733,0.925,0.89436,0.54559,1.34774,1.29677,2.01797,0.00122966,0.00122966,0.00122966
55,542.238,1.35374,1.08034,1.78118,0.89215,0.925,0.93032,0.57882,1.3286,1.25831,1.99534,0.00122141,0.00122141,0.00122141
56,546.311,1.40439,1.09664,1.84699,0.87536,0.925,0.93463,0.59363,1.19897,1.07819,1.82601,0.00121316,0.00121316,0.00121316
57,550.61,1.3838,1.06928,1.83456,0.85221,0.95231,0.94885,0.64461,1.18533,0.98169,1.79243,0.00120491,0.00120491,0.00120491
58,555.064,1.31697,1.03761,1.81005,0.90079,0.94323,0.94885,0.64293,1.11301,0.96091,1.73379,0.00119666,0.00119666,0.00119666
59,559.176,1.28134,0.92122,1.67543,0.97871,0.91497,0.94868,0.64978,1.08787,0.95814,1.73773,0.0011884,0.0011884,0.0011884
60,563.385,1.21719,0.92727,1.59782,1,0.9095,0.95,0.64217,1.16877,0.97813,1.78532,0.00118015,0.00118015,0.00118015
61,567.525,1.31559,0.97576,1.72817,0.9673,0.92156,0.95312,0.63963,1.08822,0.93803,1.73441,0.0011719,0.0011719,0.0011719
62,571.568,1.27142,0.90899,1.656,0.98075,0.9235,0.955,0.64866,1.06799,0.96941,1.73191,0.00116365,0.00116365,0.00116365
63,575.781,1.34839,0.97218,1.7353,0.99069,0.93356,0.955,0.62738,1.09522,0.98169,1.76917,0.0011554,0.0011554,0.0011554
64,579.827,1.34154,1.02589,1.78002,0.98787,0.94039,0.955,0.63478,1.01964,0.99158,1.72881,0.00114715,0.00114715,0.00114715
65,583.874,1.28165,0.9704,1.70072,0.97024,0.91208,0.925,0.52591,1.27763,1.01429,1.89621,0.00113889,0.00113889,0.00113889
66,588.075,1.38655,1.02977,1.7959,0.96269,0.95521,0.95312,0.62984,1.17683,0.90213,1.7867,0.00113064,0.00113064,0.00113064
67,592.153,1.1383,0.83974,1.55047,0.99164,0.95833,0.955,0.62285,1.13347,0.92026,1.82019,0.00112239,0.00112239,0.00112239
68,596.365,1.30849,0.92662,1.82573,0.98836,0.95833,0.9562,0.57552,1.16129,0.92017,1.87124,0.00111414,0.00111414,0.00111414
69,600.54,1.24799,0.86486,1.68224,0.99343,0.95277,0.95678,0.6263,1.19951,0.75705,1.80726,0.00110589,0.00110589,0.00110589
70,604.599,1.21054,0.84711,1.59391,0.97952,0.95301,0.955,0.63047,1.23052,0.76573,1.81314,0.00109764,0.00109764,0.00109764
71,608.839,1.32034,0.92768,1.74792,0.99109,0.95597,0.955,0.61734,1.17647,0.74732,1.79934,0.00108938,0.00108938,0.00108938
72,613.035,1.19324,0.87354,1.62159,0.98338,0.95833,0.955,0.62119,1.07483,0.79097,1.70224,0.00108113,0.00108113,0.00108113
73,617.2,1.2494,0.85238,1.70731,0.98248,0.9544,0.955,0.65901,0.9811,0.75743,1.63837,0.00107288,0.00107288,0.00107288
74,621.457,1.27121,0.88474,1.73389,0.99495,0.92399,0.955,0.69211,0.9909,0.76302,1.62711,0.00106463,0.00106463,0.00106463
75,625.827,1.18799,0.84113,1.6838,0.97343,0.94915,0.955,0.68157,1.00096,0.74934,1.63353,0.00105638,0.00105638,0.00105638
76,629.966,1.20509,0.87945,1.66009,0.99441,0.95552,0.955,0.68907,1.00464,0.70915,1.64798,0.00104813,0.00104813,0.00104813
77,634.082,1.15886,0.78218,1.54603,0.9882,0.9544,0.955,0.66611,1.05713,0.77623,1.62814,0.00103987,0.00103987,0.00103987
78,638.837,1.19415,0.8537,1.70216,0.98641,0.95408,0.955,0.65266,1.04705,0.76814,1.68118,0.00103162,0.00103162,0.00103162
79,643.135,1.26953,0.86757,1.64393,0.9936,0.93844,0.955,0.69787,1.03156,0.75291,1.67759,0.00102337,0.00102337,0.00102337
80,647.147,1.2116,0.82777,1.61771,0.98035,0.95413,0.955,0.67431,1.04811,0.73253,1.68605,0.00101512,0.00101512,0.00101512
81,651.488,1.17877,0.81148,1.58622,0.99209,0.95424,0.955,0.63412,1.00526,0.73096,1.64973,0.00100687,0.00100687,0.00100687
82,655.73,1.13845,0.83985,1.60511,0.98795,0.95505,0.955,0.61787,1.17144,0.73837,1.76709,0.000998616,0.000998616,0.000998616
83,659.954,1.14789,0.79409,1.62592,0.98835,0.95529,0.955,0.60914,1.15273,0.71475,1.74537,0.000990365,0.000990365,0.000990365
84,664.13,1.13241,0.76219,1.589,0.99312,0.95536,0.955,0.65189,0.99257,0.6934,1.59611,0.000982113,0.000982113,0.000982113
85,668.21,1.09831,0.74266,1.58856,0.98429,0.95833,0.96406,0.70804,0.93892,0.68688,1.56628,0.000973861,0.000973861,0.000973861
86,672.414,1.10112,0.79796,1.60747,0.99587,0.95833,0.955,0.67879,1.04417,0.71396,1.6686,0.00096561,0.00096561,0.00096561
87,676.582,1.14739,0.8269,1.60369,0.98318,0.95513,0.955,0.69046,1.03699,0.74615,1.71025,0.000957358,0.000957358,0.000957358
88,680.796,1.22592,0.86347,1.70416,0.98338,0.95531,0.955,0.69809,1.05168,0.68468,1.66903,0.000949106,0.000949106,0.000949106
89,684.966,1.06252,0.75543,1.46592,0.98395,0.95545,0.955,0.67878,1.01501,0.70969,1.54866,0.000940855,0.000940855,0.000940855
90,689.048,1.10542,0.77123,1.55883,0.98168,0.95538,0.955,0.6802,1.04443,0.71812,1.59445,0.000932603,0.000932603,0.000932603
91,693.255,1.13059,0.76442,1.58715,0.98174,0.95509,0.955,0.70469,0.97206,0.71166,1.56541,0.000924352,0.000924352,0.000924352
92,697.418,1.08976,0.75534,1.5666,0.98123,0.95501,0.955,0.71305,0.9595,0.74163,1.57584,0.0009161,0.0009161,0.0009161
93,701.717,1.07098,0.69371,1.49459,0.99243,0.95045,0.955,0.64167,1.17634,0.76983,1.95224,0.000907848,0.000907848,0.000907848
94,705.948,1.12897,0.76266,1.57252,0.98653,0.95833,0.955,0.66477,1.17534,0.74238,1.94794,0.000899597,0.000899597,0.000899597
95,710.024,1.13003,0.75209,1.53339,0.98226,0.95833,0.955,0.70041,1.0894,0.69905,1.73521,0.000891345,0.000891345,0.000891345
96,714.244,1.16706,0.8112,1.67064,0.9879,0.95833,0.955,0.68992,1.07065,0.69497,1.62198,0.000883093,0.000883093,0.000883093
97,718.369,1.08908,0.78486,1.54021,0.99635,0.95721,0.955,0.68621,1.01155,0.69358,1.6055,0.000874842,0.000874842,0.000874842
98,722.48,1.06898,0.72568,1.45799,0.99077,0.95681,0.955,0.65876,1.06286,0.64166,1.62969,0.00086659,0.00086659,0.00086659
99,726.588,1.08745,0.73267,1.47384,0.98671,0.95833,0.955,0.67439,1.01427,0.62466,1.59864,0.000858338,0.000858338,0.000858338
100,730.761,1.02856,0.70254,1.44949,0.98422,0.95833,0.955,0.69992,0.95728,0.63079,1.53493,0.000850087,0.000850087,0.000850087
101,734.899,1.01762,0.71365,1.46611,0.98661,0.95558,0.955,0.68606,0.96361,0.64689,1.58615,0.000841835,0.000841835,0.000841835
102,739.54,1.06965,0.72437,1.50465,0.99747,0.95833,0.955,0.67782,1.01405,0.64789,1.66061,0.000833583,0.000833583,0.000833583
103,743.778,1.07933,0.74032,1.57574,0.98962,0.95443,0.955,0.67024,0.99523,0.63877,1.66467,0.000825332,0.000825332,0.000825332
104,748.079,1.01956,0.67426,1.42673,0.99345,0.95447,0.955,0.68269,0.90895,0.62574,1.58044,0.00081708,0.00081708,0.00081708
105,752.239,1.08627,0.72476,1.59154,0.99188,0.93314,0.955,0.68383,0.93943,0.60919,1.59883,0.000808828,0.000808828,0.000808828
106,756.366,1.06642,0.71008,1.53509,0.97507,0.95078,0.955,0.68427,0.90901,0.59805,1.58926,0.000800577,0.000800577,0.000800577
107,760.566,1.02837,0.6744,1.41458,0.99183,0.95168,0.955,0.6591,1.02155,0.62473,1.61876,0.000792325,0.000792325,0.000792325
108,764.923,1.05572,0.69317,1.45557,0.94611,0.95833,0.95167,0.67461,1.00484,0.64654,1.57604,0.000784073,0.000784073,0.000784073
109,769.074,1.04851,0.70889,1.49959,0.94972,0.95833,0.95167,0.67429,0.97546,0.64082,1.54281,0.000775822,0.000775822,0.000775822
110,773.358,1.02693,0.66449,1.49936,1,0.94296,0.955,0.68798,0.94067,0.62603,1.53867,0.00076757,0.00076757,0.00076757
111,777.378,1.02288,0.66377,1.56643,0.99354,0.94617,0.955,0.6862,0.95787,0.64215,1.58958,0.000759318,0.000759318,0.000759318
112,781.497,1.02495,0.70539,1.51333,0.99334,0.94632,0.955,0.67836,0.96906,0.63585,1.61283,0.000751067,0.000751067,0.000751067
113,785.823,1.0234,0.6574,1.41123,0.9498,0.95833,0.95167,0.66809,1.0384,0.61196,1.63792,0.000742815,0.000742815,0.000742815
114,789.967,1.14402,0.7029,1.59033,0.94627,0.95833,0.95167,0.68208,0.99852,0.59281,1.61532,0.000734564,0.000734564,0.000734564
115,794.15,1.06254,0.66436,1.5033,0.94582,0.95833,0.95167,0.6931,0.91126,0.60799,1.54549,0.000726312,0.000726312,0.000726312
116,798.205,1.02545,0.64649,1.40775,0.99821,0.95833,0.955,0.66911,0.96477,0.64701,1.60153,0.00071806,0.00071806,0.00071806
117,802.453,1.00091,0.67425,1.44331,0.98245,0.95467,0.955,0.68373,0.98573,0.6583,1.66089,0.000709809,0.000709809,0.000709809
118,806.764,1.00767,0.64729,1.40999,0.98015,0.95337,0.955,0.67093,1.01441,0.61706,1.64572,0.000701557,0.000701557,0.000701557
119,811.213,0.98789,0.66282,1.4969,0.99172,0.95274,0.955,0.67927,1.04163,0.6039,1.68329,0.000693305,0.000693305,0.000693305
120,815.503,0.92819,0.64096,1.39851,0.99555,0.9563,0.955,0.67953,1.01924,0.58936,1.64975,0.000685054,0.000685054,0.000685054
121,819.696,1.03221,0.65326,1.47834,0.99128,0.95616,0.955,0.70185,0.90945,0.59477,1.58061,0.000676802,0.000676802,0.000676802
122,823.845,0.97731,0.64456,1.48207,0.98996,0.95628,0.955,0.69941,0.92906,0.61986,1.61644,0.00066855,0.00066855,0.00066855
