epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.26864,1.18685,0.33333,1,1.06396,0.000677098,0.000677098,0.000677098
