epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,108.882,1.1078,0.91363,1.31261,0.98606,0.95833,0.96833,0.68662,1.11917,0.75625,1.31864,0.00088615,0.00088615,0.00088615
25,113.118,1.12196,0.86614,1.30484,0.99061,0.95346,0.9598,0.68716,1.22722,0.80494,1.37361,0.0008812,0.0008812,0.0008812
26,117.293,1.15426,0.89757,1.35339,1,0.94899,0.955,0.67203,1.24179,0.8088,1.42635,0.00087625,0.00087625,0.00087625
27,121.489,1.15848,0.87425,1.36027,1,0.90883,0.95753,0.68108,1.24348,0.86122,1.46909,0.0008713,0.0008713,0.0008713
28,126.004,1.01309,0.81704,1.26862,0.99339,0.95076,0.95995,0.71157,1.22386,0.80632,1.48244,0.00086635,0.00086635,0.00086635
29,130.462,1.00724,0.77741,1.23918,0.96477,0.9554,0.9648,0.70593,1.16445,0.72044,1.33561,0.0008614,0.0008614,0.0008614
30,134.75,1.00288,0.72302,1.2143,0.99673,0.92735,0.97346,0.69604,1.21465,0.65621,1.33801,0.00085645,0.00085645,0.00085645
31,138.9,1.02899,0.70847,1.2084,0.99605,0.93071,0.955,0.67898,1.19249,0.67177,1.34578,0.0008515,0.0008515,0.0008515
32,142.929,1.07294,0.79824,1.29039,0.99414,0.92976,0.96797,0.69726,1.11852,0.69086,1.29806,0.00084655,0.00084655,0.00084655
33,147.155,1.04989,0.69831,1.2456,0.98913,0.925,0.97745,0.69489,1.12088,0.6996,1.27481,0.0008416,0.0008416,0.0008416
34,151.502,0.97265,0.7056,1.21397,0.99241,0.925,0.98,0.70785,1.08455,0.65458,1.24757,0.00083665,0.00083665,0.00083665
35,155.652,0.95964,0.65086,1.15964,0.98764,0.925,0.98313,0.72307,1.07964,0.68841,1.24996,0.0008317,0.0008317,0.0008317
36,159.975,1.01019,0.7167,1.23105,0.99212,0.95031,0.985,0.70407,1.18683,0.69968,1.29679,0.00082675,0.00082675,0.00082675
37,164.219,0.9981,0.71086,1.21611,0.94948,0.95045,0.95053,0.69166,1.17467,0.72565,1.34468,0.0008218,0.0008218,0.0008218
38,168.463,1.0198,0.70612,1.23865,0.96148,0.95833,0.94469,0.70647,1.07687,0.7068,1.32922,0.00081685,0.00081685,0.00081685
39,172.764,1.03852,0.66674,1.23537,0.96059,0.95513,0.94875,0.7102,1.06812,0.67478,1.3476,0.0008119,0.0008119,0.0008119
40,176.974,0.94595,0.62788,1.17836,0.95652,0.95562,0.95094,0.68444,1.04814,0.67002,1.36723,0.00080695,0.00080695,0.00080695
41,181.22,0.97746,0.63322,1.18508,0.95203,0.95531,0.95312,0.7346,0.96485,0.6587,1.31345,0.000802,0.000802,0.000802
42,185.59,1.00334,0.62905,1.25369,0.99878,0.95151,0.96441,0.73397,1.00775,0.6602,1.31185,0.00079705,0.00079705,0.00079705
43,189.912,0.95204,0.62111,1.2093,0.97713,0.9534,0.98929,0.7479,1.02722,0.62124,1.28937,0.0007921,0.0007921,0.0007921
44,194.333,1.01775,0.68312,1.26057,1,0.98494,0.995,0.74717,1.08099,0.58853,1.32261,0.00078715,0.00078715,0.00078715
45,198.58,1.05141,0.68225,1.20813,0.99657,0.97388,0.995,0.74581,1.1238,0.57893,1.34459,0.0007822,0.0007822,0.0007822
46,202.873,1.0382,0.65478,1.2714,0.98822,0.95815,0.98929,0.74136,1.06603,0.57486,1.33667,0.00077725,0.00077725,0.00077725
47,207.083,1.04582,0.67974,1.2712,0.9866,0.95613,0.98026,0.74297,1.01843,0.5891,1.30964,0.0007723,0.0007723,0.0007723
48,211.303,1.02569,0.65133,1.22763,0.98333,0.95833,0.985,0.7247,1.03053,0.58291,1.3324,0.00076735,0.00076735,0.00076735
49,216.028,0.93843,0.5993,1.1556,0.98696,0.95833,0.98929,0.72454,1.1108,0.58053,1.37846,0.0007624,0.0007624,0.0007624
50,220.809,0.92089,0.58907,1.14828,0.99746,0.96828,0.995,0.74606,1.07525,0.56536,1.35584,0.00075745,0.00075745,0.00075745
51,225.246,0.92564,0.60599,1.15008,0.99005,0.95833,0.987,0.76449,0.99682,0.53853,1.27192,0.0007525,0.0007525,0.0007525
52,229.863,0.91488,0.5762,1.16619,0.97114,0.99762,0.995,0.75731,0.93247,0.51984,1.22413,0.00074755,0.00074755,0.00074755
53,234.308,0.97336,0.6128,1.20137,0.97264,0.99754,0.995,0.74335,1.01753,0.50713,1.22954,0.0007426,0.0007426,0.0007426
54,238.533,0.91413,0.56997,1.20164,0.97292,0.99749,0.995,0.72523,1.13241,0.5137,1.26849,0.00073765,0.00073765,0.00073765
55,242.735,0.92943,0.58691,1.15863,0.97321,0.99741,0.995,0.71371,1.18222,0.51277,1.30631,0.0007327,0.0007327,0.0007327
56,246.962,0.93352,0.57914,1.16076,0.98804,0.95833,0.99192,0.72137,1.08055,0.53302,1.28767,0.00072775,0.00072775,0.00072775
57,251.313,0.92765,0.60448,1.16539,0.9877,0.95833,0.9568,0.70985,1.07479,0.5653,1.27901,0.0007228,0.0007228,0.0007228
58,255.671,0.92279,0.56233,1.17101,0.99022,0.95833,0.955,0.71289,1.0075,0.59227,1.22692,0.00071785,0.00071785,0.00071785
59,259.944,0.91538,0.54864,1.1023,0.99135,0.95833,0.955,0.69506,1.03803,0.60813,1.23611,0.0007129,0.0007129,0.0007129
60,264.144,0.88554,0.5689,1.12116,0.99214,0.95833,0.955,0.69041,1.01222,0.59118,1.22898,0.00070795,0.00070795,0.00070795
61,268.516,0.91841,0.56591,1.12708,0.95795,0.925,0.9359,0.71411,0.95372,0.58434,1.23582,0.000703,0.000703,0.000703
62,272.743,0.88619,0.55675,1.12268,0.95908,0.925,0.94223,0.7129,0.95203,0.57143,1.22968,0.00069805,0.00069805,0.00069805
63,276.99,0.92429,0.57137,1.1743,0.96258,0.925,0.95,0.70641,0.96153,0.55137,1.21861,0.0006931,0.0006931,0.0006931
64,281.114,0.93916,0.59074,1.16408,0.96432,0.92574,0.95312,0.69963,0.9245,0.58343,1.19088,0.00068815,0.00068815,0.00068815
65,285.336,0.88491,0.5551,1.13159,0.98883,0.95833,0.95995,0.73866,0.99814,0.60657,1.17479,0.0006832,0.0006832,0.0006832
66,289.8,0.98452,0.59562,1.19953,0.98719,0.95833,0.97278,0.74345,1.02788,0.54519,1.18387,0.00067825,0.00067825,0.00067825
67,294.089,0.8476,0.50992,1.07384,0.98602,0.95833,0.98167,0.74889,1.03071,0.48432,1.18947,0.0006733,0.0006733,0.0006733
68,298.495,0.86314,0.51651,1.16955,0.98195,0.95702,0.979,0.75662,0.99007,0.49352,1.18929,0.00066835,0.00066835,0.00066835
69,302.783,0.85571,0.50811,1.12316,0.98031,0.95785,0.98026,0.75692,0.99478,0.52238,1.2261,0.0006634,0.0006634,0.0006634
70,307.042,0.91547,0.55138,1.11139,0.98256,0.95785,0.987,0.74205,1.01086,0.53033,1.22053,0.00065845,0.00065845,0.00065845
71,311.259,0.87369,0.5767,1.15613,0.98892,0.95833,0.987,0.75071,1.03414,0.53498,1.22087,0.0006535,0.0006535,0.0006535
72,315.642,0.80259,0.51508,1.09013,0.99038,0.95833,0.99192,0.72168,1.03233,0.52594,1.22561,0.00064855,0.00064855,0.00064855
73,319.984,0.83298,0.52808,1.12606,0.99717,0.97368,0.995,0.72299,1.00771,0.52788,1.25462,0.0006436,0.0006436,0.0006436
74,324.367,0.84902,0.53958,1.13238,0.98493,0.9576,0.99192,0.74124,0.97677,0.51679,1.26248,0.00063865,0.00063865,0.00063865
75,328.991,0.78841,0.48974,1.10356,0.98874,0.95833,0.99192,0.7388,0.96327,0.51127,1.25243,0.0006337,0.0006337,0.0006337
76,333.315,0.81132,0.48562,1.0994,0.99038,0.95833,0.98929,0.74956,0.96093,0.51804,1.25338,0.00062875,0.00062875,0.00062875
77,337.735,0.84437,0.48955,1.08746,0.98991,0.95767,0.96176,0.73585,0.92512,0.50959,1.21518,0.0006238,0.0006238,0.0006238
78,342.207,0.83792,0.52915,1.10623,0.99172,0.9531,0.955,0.70948,0.94604,0.51723,1.23825,0.00061885,0.00061885,0.00061885
79,346.552,0.89448,0.50799,1.12332,0.95488,0.95833,0.95312,0.71016,0.96519,0.50507,1.25007,0.0006139,0.0006139,0.0006139
80,350.924,0.83242,0.51124,1.10738,0.95342,0.95833,0.95571,0.71238,0.95936,0.47632,1.25099,0.00060895,0.00060895,0.00060895
81,355.18,0.83645,0.48543,1.08917,0.99155,0.95145,0.96328,0.74982,0.91791,0.48372,1.21286,0.000604,0.000604,0.000604
