epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,60.0673,1.5394,2.16555,2.32558,0.89943,0.41667,0.62288,0.34712,2.17987,7.59058,2.51978,0.0009406,0.0009406,0.0009406
14,64.4907,1.43502,2.30236,2.14579,0.76681,0.41667,0.71108,0.41466,1.80784,8.56824,2.27493,0.00093565,0.00093565,0.00093565
15,68.9947,1.49629,2.01509,2.21564,0.73349,0.71667,0.7669,0.43508,1.76546,4.51419,2.14199,0.0009307,0.0009307,0.0009307
16,73.4064,1.50858,1.71745,2.14292,0.77145,0.85,0.78818,0.43555,1.65741,3.98221,2.14032,0.00092575,0.00092575,0.00092575
17,77.7716,1.34997,1.49139,1.95599,0.91245,0.88333,0.878,0.50155,1.39258,1.99886,2.02609,0.0009208,0.0009208,0.0009208
18,82.0237,1.37279,1.2484,1.99078,0.90943,0.90628,0.89119,0.48241,1.40272,1.66187,2.00253,0.00091585,0.00091585,0.00091585
19,86.3504,1.26237,1.19407,1.92329,0.90981,0.91667,0.93637,0.52113,1.34074,1.49292,1.95113,0.0009109,0.0009109,0.0009109
20,91.097,1.21677,1.05127,1.92647,0.96845,0.93313,0.95312,0.5326,1.36534,1.40166,1.92563,0.00090595,0.00090595,0.00090595
21,95.9539,1.20971,1.08617,1.86134,0.9222,0.88333,0.90047,0.55634,1.32966,1.14364,1.9783,0.000901,0.000901,0.000901
22,100.393,1.25877,1.01792,1.88507,0.91423,0.85222,0.90622,0.60944,1.3563,1.15092,1.90183,0.00089605,0.00089605,0.00089605
23,104.729,1.11787,0.95136,1.76758,0.98853,0.88333,0.92931,0.62158,1.24955,1.12702,1.83322,0.0008911,0.0008911,0.0008911
24,108.963,1.20248,0.93285,1.83788,0.99166,0.89613,0.95,0.61767,1.16241,0.91069,1.77624,0.00088615,0.00088615,0.00088615
25,113.014,1.32886,0.98476,1.86944,0.9757,0.91231,0.9425,0.62196,1.1916,0.89008,1.82361,0.0008812,0.0008812,0.0008812
26,117.489,1.21419,0.92392,1.8154,0.99568,0.93577,0.955,0.6261,1.15295,0.8332,1.77845,0.00087625,0.00087625,0.00087625
27,122.023,1.11836,0.87924,1.75245,0.97726,0.95199,0.955,0.64614,1.10299,0.93103,1.77976,0.0008713,0.0008713,0.0008713
28,126.521,1.13796,0.86442,1.73451,0.96802,0.95833,0.955,0.65269,1.1851,0.99359,1.84523,0.00086635,0.00086635,0.00086635
29,130.911,1.19036,0.85911,1.7901,0.99734,0.91761,0.95,0.65467,1.19453,1.5784,1.84333,0.0008614,0.0008614,0.0008614
30,135.32,1.14378,0.82211,1.82938,0.99049,0.925,0.94457,0.61394,1.11835,1.66587,1.80376,0.00085645,0.00085645,0.00085645
31,139.533,1.09349,0.78623,1.68033,0.99157,0.925,0.94868,0.61081,1.17387,1.23986,1.76654,0.0008515,0.0008515,0.0008515
32,143.795,1.11789,0.77286,1.69135,0.94558,0.88333,0.91502,0.64541,1.12362,1.03077,1.71991,0.00084655,0.00084655,0.00084655
33,148.215,1.08506,0.78631,1.76147,0.98343,0.95419,0.955,0.63795,1.03426,0.75411,1.6088,0.0008416,0.0008416,0.0008416
34,152.55,1.05098,0.72444,1.65854,0.97758,0.925,0.95312,0.62504,1.02206,0.77945,1.59707,0.00083665,0.00083665,0.00083665
35,156.784,1.04324,0.70707,1.69788,0.96798,0.925,0.95312,0.64208,1.0097,0.77317,1.58904,0.0008317,0.0008317,0.0008317
36,161.062,1.05387,0.68221,1.64898,1,0.9519,0.955,0.65055,1.03473,0.78542,1.5735,0.00082675,0.00082675,0.00082675
37,165.215,1.02624,0.68105,1.66154,0.99556,0.95833,0.955,0.64964,1.0579,0.81966,1.55781,0.0008218,0.0008218,0.0008218
38,169.475,1.00565,0.67191,1.6625,0.99146,0.95445,0.955,0.65806,1.05906,0.72263,1.57029,0.00081685,0.00081685,0.00081685
39,173.875,1.01581,0.64714,1.61329,0.98421,0.95445,0.955,0.65714,1.07074,0.67946,1.59563,0.0008119,0.0008119,0.0008119
40,178.248,1.06605,0.64323,1.67065,0.98328,0.95488,0.955,0.6882,0.96124,0.70795,1.55632,0.00080695,0.00080695,0.00080695
41,182.779,0.94881,0.62964,1.5833,0.9865,0.95458,0.955,0.70698,0.90724,0.70477,1.50879,0.000802,0.000802,0.000802
42,187.136,0.95591,0.6398,1.57423,0.99625,0.95483,0.955,0.70857,0.94746,0.73217,1.49971,0.00079705,0.00079705,0.00079705
43,191.438,0.97935,0.63321,1.54585,0.98494,0.92364,0.95312,0.71475,0.96218,0.6932,1.49651,0.0007921,0.0007921,0.0007921
44,195.87,1.0216,0.6376,1.56802,0.9813,0.95501,0.955,0.72636,0.92585,0.62968,1.49994,0.00078715,0.00078715,0.00078715
45,200.203,1.0111,0.61932,1.56676,1,0.95377,0.955,0.71475,0.88446,0.60102,1.53768,0.0007822,0.0007822,0.0007822
46,204.437,0.9605,0.64463,1.60306,0.99035,0.95348,0.955,0.69898,0.94791,0.60333,1.54437,0.00077725,0.00077725,0.00077725
47,208.829,0.92423,0.61131,1.51809,0.98937,0.95349,0.955,0.69218,0.97715,0.64226,1.53151,0.0007723,0.0007723,0.0007723
48,213.2,1.00829,0.63165,1.54449,0.99887,0.95614,0.955,0.69208,1.03444,0.64341,1.5645,0.00076735,0.00076735,0.00076735
49,217.635,0.94752,0.61329,1.57624,0.9985,0.95384,0.955,0.69613,0.99724,0.65646,1.53082,0.0007624,0.0007624,0.0007624
50,221.844,0.96366,0.61775,1.52917,0.98616,0.95443,0.955,0.68354,0.92573,0.65641,1.46852,0.00075745,0.00075745,0.00075745
51,226.067,0.89994,0.57718,1.49626,0.97749,0.95508,0.96797,0.72418,0.85663,0.65758,1.42144,0.0007525,0.0007525,0.0007525
52,230.325,0.92304,0.59622,1.53041,0.9815,0.95534,0.97048,0.73763,0.84732,0.63476,1.41356,0.00074755,0.00074755,0.00074755
53,234.748,0.94132,0.61671,1.51891,0.98825,0.95579,0.97214,0.6938,0.9606,0.60789,1.48511,0.0007426,0.0007426,0.0007426
54,238.953,0.93642,0.56689,1.51155,0.98458,0.9559,0.97278,0.714,0.95898,0.56481,1.48239,0.00073765,0.00073765,0.00073765
55,243.238,0.88117,0.56964,1.53018,0.98259,0.95764,0.97587,0.72099,0.93153,0.61968,1.47444,0.0007327,0.0007327,0.0007327
56,247.483,0.91243,0.57943,1.48656,0.98166,0.95675,0.97214,0.73866,0.93479,0.67448,1.48419,0.00072775,0.00072775,0.00072775
57,251.954,0.91413,0.57366,1.49346,0.98985,0.95716,0.96912,0.75407,0.85367,0.6091,1.40918,0.0007228,0.0007228,0.0007228
58,256.455,0.9478,0.58037,1.50598,0.99123,0.95787,0.955,0.72717,0.82884,0.598,1.39576,0.00071785,0.00071785,0.00071785
59,260.779,0.90445,0.56578,1.5283,0.99123,0.95729,0.955,0.71167,0.83971,0.63824,1.42823,0.0007129,0.0007129,0.0007129
60,265.053,0.94565,0.54958,1.53915,0.98968,0.95523,0.955,0.7046,0.83939,0.65092,1.45142,0.00070795,0.00070795,0.00070795
61,269.381,0.91611,0.54983,1.47029,0.98838,0.95582,0.955,0.70763,1.0884,0.59776,1.67327,0.000703,0.000703,0.000703
62,273.642,0.89931,0.53913,1.48417,0.99341,0.95514,0.955,0.6958,1.13417,0.58512,1.64607,0.00069805,0.00069805,0.00069805
63,277.971,0.92622,0.54117,1.52813,0.99796,0.95421,0.955,0.71042,0.9712,0.58909,1.5197,0.0006931,0.0006931,0.0006931
64,282.287,0.89813,0.53635,1.51879,0.95361,0.95833,0.95312,0.72047,0.87057,0.58542,1.45817,0.00068815,0.00068815,0.00068815
65,286.653,0.83642,0.5382,1.36765,0.99442,0.95169,0.955,0.70724,0.84516,0.58113,1.42458,0.0006832,0.0006832,0.0006832
66,290.865,0.89314,0.5568,1.45589,0.96344,0.95618,0.95312,0.68725,0.89757,0.59449,1.48087,0.00067825,0.00067825,0.00067825
67,295.08,0.89665,0.5338,1.49766,0.96383,0.9435,0.95312,0.67797,0.90962,0.58038,1.51423,0.0006733,0.0006733,0.0006733
68,299.464,0.86012,0.53711,1.48075,0.96526,0.94066,0.95312,0.6826,0.90459,0.56153,1.5186,0.00066835,0.00066835,0.00066835
69,303.795,0.82067,0.51291,1.37181,0.96496,0.94699,0.95312,0.71613,0.93361,0.54711,1.58046,0.0006634,0.0006634,0.0006634
70,308.307,0.88899,0.50723,1.45084,1,0.94729,0.955,0.71439,0.95858,0.54239,1.61204,0.00065845,0.00065845,0.00065845
71,312.941,0.88231,0.49935,1.47437,0.99593,0.95406,0.955,0.70991,0.96548,0.55664,1.62095,0.0006535,0.0006535,0.0006535
72,317.348,0.86309,0.50109,1.43437,0.99189,0.95461,0.955,0.70786,0.96922,0.58655,1.58448,0.00064855,0.00064855,0.00064855
73,321.666,0.8399,0.49947,1.44115,0.99704,0.95357,0.955,0.72889,0.87967,0.61412,1.47676,0.0006436,0.0006436,0.0006436
74,326.61,0.83568,0.5037,1.4453,0.99382,0.95413,0.955,0.74024,0.83941,0.64831,1.44197,0.00063865,0.00063865,0.00063865
75,330.973,0.90189,0.52815,1.51583,0.98738,0.95442,0.955,0.73731,0.83019,0.6505,1.39427,0.0006337,0.0006337,0.0006337
76,335.325,0.80335,0.49613,1.42394,0.9837,0.95443,0.955,0.72667,0.925,0.68608,1.45512,0.00062875,0.00062875,0.00062875
77,339.605,0.84325,0.48769,1.41781,0.99086,0.95395,0.955,0.71124,1.15504,0.71431,1.83853,0.0006238,0.0006238,0.0006238
78,343.948,0.82318,0.49667,1.41372,0.99589,0.95359,0.955,0.71542,1.18565,0.69961,2.02037,0.00061885,0.00061885,0.00061885
79,348.134,0.82771,0.49182,1.42347,0.99682,0.95449,0.955,0.73378,1.07129,0.67541,1.87001,0.0006139,0.0006139,0.0006139
80,352.51,0.84591,0.49577,1.40693,0.99787,0.9578,0.955,0.73339,0.95674,0.6455,1.7033,0.00060895,0.00060895,0.00060895
81,356.888,0.84678,0.50891,1.41395,0.9975,0.95823,0.955,0.71432,0.97495,0.64148,1.59205,0.000604,0.000604,0.000604
82,361.205,0.83409,0.49627,1.40826,0.99752,0.95802,0.955,0.69078,1.02512,0.70656,1.57937,0.00059905,0.00059905,0.00059905
83,365.641,0.81102,0.50484,1.42389,0.99661,0.95607,0.955,0.69552,1.02943,0.70982,1.57631,0.0005941,0.0005941,0.0005941
84,369.871,0.80647,0.49848,1.3196,0.99639,0.95518,0.955,0.70667,0.94671,0.69424,1.51397,0.00058915,0.00058915,0.00058915
85,374.228,0.84078,0.49171,1.42062,0.99187,0.95597,0.955,0.72565,0.86724,0.59914,1.51885,0.0005842,0.0005842,0.0005842
86,378.801,0.79063,0.45131,1.36953,0.991,0.95682,0.955,0.71483,0.92554,0.55593,1.64975,0.00057925,0.00057925,0.00057925
87,383.783,0.79708,0.46745,1.39083,0.99038,0.95796,0.955,0.70158,1.00672,0.56924,1.78788,0.0005743,0.0005743,0.0005743
